fecha,hora,numero,signo,extraido_en,fecha_raw,hora_num,ultimo_digito,penultimo_digito,suma_digitos,paridad,signo_cod,rango_mil,año,mes,dia_mes,dia_semana,dias_desde_inicio
2025-03-07,1 pm,3691,SAG,2025-12-20 05:38:18,07/03/2025,13,1,9,19,1,6,3000-3999,2025,3,7,4,64
2025-03-07,10 pm,770,LEO,2025-12-20 05:38:19,07/03/2025,22,0,7,14,0,1,0-999,2025,3,7,4,64
2025-03-07,4 pm,3962,ARI,2025-12-20 05:38:19,07/03/2025,16,2,6,20,0,9,3000-3999,2025,3,7,4,64
2025-04-07,1 pm,8657,SAG,2025-12-20 05:50:36,07/04/2025,13,7,5,26,1,6,8000-8999,2025,4,7,0,95
2025-04-07,10 pm,2420,GEM,2025-12-20 05:50:37,07/04/2025,22,0,2,8,0,0,2000-2999,2025,4,7,0,95
2025-04-07,4 pm,5156,PIC,2025-12-20 05:50:36,07/04/2025,16,6,5,17,0,8,5000-5999,2025,4,7,0,95
2025-05-07,1 pm,3208,ARI,2025-12-20 06:01:22,07/05/2025,13,8,0,13,0,9,3000-3999,2025,5,7,2,125
2025-05-07,10 pm,4352,TAU,2025-12-20 06:01:22,07/05/2025,22,2,5,14,0,3,4000-4999,2025,5,7,2,125
2025-05-07,4 pm,3591,ACU,2025-12-20 06:01:22,07/05/2025,16,1,9,18,1,7,3000-3999,2025,5,7,2,125
2025-06-07,1 pm,5876,ARI,2025-12-20 06:12:29,07/06/2025,13,6,7,26,0,9,5000-5999,2025,6,7,5,156
